"acceptedScientificName","V2","isMarine","isFreshwater","isTerrestrial","isBrackish"
"Arcopagia robusta Hanley, 1844","GBIF Backbone Taxonomy",1,NA,NA,NA
"Terebra sulcata Pease, 1869","World Register of Marine Species",1,NA,NA,NA
"Stemorrhages amphitritalis (GuenÃ©e, 1854)","Catalogue of Life Checklist",NA,NA,NA,NA
"Paranamixis fijiensis Thomas, 1997","Catalogue of Life Checklist",1,NA,NA,NA
"Aphis craccivora Koch, 1854","Catalogue of Life Checklist",NA,NA,1,NA
"Tetramorium bicarinatum (Nylander, 1846)","Catalogue of Life Checklist",NA,NA,1,NA
"Monopis crocicapitella (Clemens, 1859)","Catalogue of Life Checklist",NA,NA,1,NA
"Gymnoscelis concinna Swinhoe, 1902","Catalogue of Life Checklist",NA,NA,1,NA
"Exelastis pumilio (Zeller, 1873)","Catalogue of Life Checklist",NA,NA,1,NA
"Lamarcka avellana (Lamarck, 1819)","Catalogue of Life Checklist",1,NA,NA,NA
"Pascahinnites coruscans (Hinds, 1845)","Catalogue of Life Checklist",1,NA,NA,NA
"Metioche vittaticollis (StÃ¥l, 1861)","Catalogue of Life Checklist",NA,NA,1,NA
"Dryadaula terpsichorella (Busck, 1910)","Catalogue of Life Checklist",NA,NA,1,NA
"Dictis striatipes L.Koch, 1872","GBIF Backbone Taxonomy",NA,NA,1,NA
"Hypena longfieldae Collenette, 1929","Catalogue of Life Checklist",NA,NA,1,NA
"Dasyhelea ludingensis Zhang & Yu, 1996","Catalogue of Life Checklist",NA,NA,1,NA
"Pilosabia trigona (Gmelin, 1791)","Catalogue of Life Checklist",1,NA,NA,NA
"Sitophilus granarius (C.Linnaeus, 1758)","GBIF Backbone Taxonomy",NA,NA,1,NA
"Hemiptarsenus varicornis (Girault, 1913)","Catalogue of Life Checklist",NA,NA,1,NA
"Eupelmus australiensis (Girault, 1913)","Catalogue of Life Checklist",NA,NA,1,NA
"Catalectis pharetropa Meyrick, 1920","Catalogue of Life Checklist",NA,NA,1,NA
"Drupa ricinus (Linnaeus, 1758)","Catalogue of Life Checklist",1,NA,NA,NA
"Hyblaea puera (Cramer, 1777)","Catalogue of Life Checklist",NA,NA,1,NA
"Hasarius adansoni (Audouin, 1826)","Catalogue of Life Checklist",NA,NA,1,NA
"Conus textile Linnaeus, 1758","Catalogue of Life Checklist",1,NA,NA,NA
"Opogona aurisquamosa (Butler, 1881)","Catalogue of Life Checklist",1,NA,NA,NA
"Chaetodon lunulatus Quoy & Gaimard, 1825","Catalogue of Life Checklist",NA,NA,1,NA
"Cosmopterix melanarches (Meyrick, 1929)","Catalogue of Life Checklist",NA,NA,1,NA
"Euplexia vetula Clarke, 1971","Catalogue of Life Checklist",NA,NA,1,NA
"Scolopendra subspinipes Leach, 1815","Catalogue of Life Checklist",NA,NA,1,NA
"Monetaria caputserpentis (Linnaeus, 1758)","Catalogue of Life Checklist",1,NA,NA,NA
"Fragum fragum (Linnaeus, 1758)","Catalogue of Life Checklist",1,NA,NA,NA
"Apis mellifera Linnaeus, 1758","Catalogue of Life Checklist",NA,NA,1,NA
"Thaumatotibia chaomorpha (Meyrick, 1929)","Catalogue of Life Checklist",NA,NA,1,NA
"Endotricha mesenterialis (Walker, 1859)","Catalogue of Life Checklist",NA,NA,1,NA
"Phereoeca allutella (Rebel, 1892)","Catalogue of Life Checklist",NA,NA,1,NA
"Dichelopa peropaca Meyrick, 1929","Catalogue of Life Checklist",NA,NA,1,NA
"Gloripallium pallium (Linnaeus, 1758)","Catalogue of Life Checklist",1,NA,NA,NA
"Erechthias minuscula (Walsingham, 1897)","Catalogue of Life Checklist",NA,NA,1,NA
"Mauritia maculifera Schilder, 1932","The Interim Register of Marine and Nonmarine Genera",1,NA,NA,NA
"Erechthias zebrina (Butler, 1881)","Catalogue of Life Checklist",NA,NA,1,NA
"Simplicia cornicalis (Fabricius, 1794)","Catalogue of Life Checklist",NA,NA,1,NA
"Conus lividus Hwass, 1792","Catalogue of Life Checklist",1,NA,NA,NA
"Setomorpha rutella Zeller, 1852","Catalogue of Life Checklist",NA,NA,1,NA
"Imbricariopsis punctata (Swainson, 1821)","Catalogue of Life Checklist",1,NA,NA,NA
"Crocidosema plebejana Zeller, 1847","Catalogue of Life Checklist",NA,NA,1,NA
"Trissodoris thelmae Clarke, 1971","GBIF Backbone Taxonomy",NA,NA,1,NA
"Caloptilia hilaropis (Meyrick, 1926)","Catalogue of Life Checklist",NA,NA,1,NA
"Dudua eumenica (Meyrick, 1929)","Catalogue of Life Checklist",NA,NA,1,NA
"Coralliophila violacea (Kiener, 1836)","Catalogue of Life Checklist",1,NA,NA,NA
"Trissodoris honorariella (Walsingham, 1907)","Catalogue of Life Checklist",NA,NA,1,NA
"Ceratobia oxymora (Meyrick, 1919)","Catalogue of Life Checklist",NA,NA,1,NA
"Gnathophyllum americanum GuÃ©rin-MÃ©neville, 1855","Catalogue of Life Checklist",1,NA,NA,NA
"Choreutis chalcotoxa (Meyrick, 1886)","GBIF Backbone Taxonomy",NA,NA,1,NA
"Hydriris ornatalis (Duponchel, 1832)","Catalogue of Life Checklist",NA,NA,1,NA
"Pyroderces lunulifera Meyrick, 1934","Catalogue of Life Checklist",NA,NA,1,NA
"Naria helvola (Linnaeus, 1758)","Catalogue of Life Checklist",1,NA,NA,NA
"Hydrillodes melanozona Collenette, 1929","Catalogue of Life Checklist",NA,NA,1,NA
"Ctenocephalides felis (Bouche, 1835)","Catalogue of Life Checklist",NA,NA,1,NA
"Mitra mitra (Linnaeus, 1758)","Catalogue of Life Checklist",1,NA,NA,NA
"Asymphorodes coesyrias Meyrick, 1929","Catalogue of Life Checklist",NA,NA,1,NA
"Xyleborus perforans Wood & Bright, 1992","Catalogue of Life Checklist",NA,NA,1,NA
"Meteorus pulchricornis (Wesmael, 1835)","Catalogue of Life Checklist",NA,NA,1,NA
"Cryptamorpha desjardinsi (GuÃ©rin-MÃ©neville, 1844)","Integrated Taxonomic Information SystemITIS",NA,NA,1,NA
"Crypsithyrodes concolorella (Walker, 1863)","Catalogue of Life Checklist",NA,NA,1,NA
"Alucita xanthozona (Diakonoff, 1954)","Catalogue of Life Checklist",NA,NA,1,NA
"Conus imperialis Linnaeus, 1758","Catalogue of Life Checklist",1,NA,NA,NA
"Hemicordulia oceanica Selys, 1871","Catalogue of Life Checklist",NA,1,1,NA
"Lamarcka ventricosa (Lamarck, 1818)","Catalogue of Life Checklist",1,NA,NA,NA
"Comodica coarctata (Clarke, 1971)","Catalogue of Life Checklist",NA,NA,1,NA
"Nassarius papillosus (Linnaeus, 1758)","Catalogue of Life Checklist",1,NA,NA,NA
"Isognomon perna (Linnaeus, 1767)","Catalogue of Life Checklist",1,NA,NA,NA
"Paractaea rufopunctata (H.Milne Edwards, 1834)","GBIF Backbone Taxonomy",1,NA,NA,NA
"Erechthias psammaula (Meyrick, 1921)","Catalogue of Life Checklist",NA,NA,1,NA
"Microzestis inelegans Meyrick, 1929","Catalogue of Life Checklist",NA,NA,1,NA
"Nebularia acuminata (Swainson, 1824)","Catalogue of Life Checklist",1,NA,NA,NA
"Cosmopterix aphranassa (Meyrick, 1926)","Catalogue of Life Checklist",NA,NA,1,NA
"Strepsicrates ejectana (Walker, 1863)","Catalogue of Life Checklist",NA,NA,1,NA
"Euplica varians (G.B.Sowerby I, 1832)","GBIF Backbone Taxonomy",1,NA,NA,NA
"Echinoscelis hemithia Meyrick, 1886","Catalogue of Life Checklist",NA,NA,1,NA
"Hapalocarcinus marsupialis Stimpson, 1859","Catalogue of Life Checklist",1,NA,NA,NA
"Opogona regressa Meyrick, 1916","Catalogue of Life Checklist",NA,NA,1,NA
"Tritonoturris cumingii (Powys, 1835)","Catalogue of Life Checklist",1,NA,NA,NA
"Luria isabella (Linnaeus, 1758)","Catalogue of Life Checklist",1,NA,NA,NA
"Labdia leucoxantha Meyrick, 1927","Catalogue of Life Checklist",NA,NA,1,NA
"Erechthias penicillata (Swezey, 1909)","Catalogue of Life Checklist",NA,NA,1,NA
"Erechthias sphenacma (Meyrick, 1926)","Catalogue of Life Checklist",NA,NA,1,NA
"Pantala flavescens Fabricius, 1798","World Register of Marine Species",NA,1,1,NA
"Halichoeres margaritaceus (Valenciennes, 1839)","Catalogue of Life Checklist",1,NA,NA,NA
"Oxymeris crenulata (Linnaeus, 1758)","Catalogue of Life Checklist",1,NA,NA,NA
"Eftichia chrysoleuca Clarke, 1986","GBIF Backbone Taxonomy",NA,NA,1,NA
"Cryptophlebia pallifimbriana Bradley, 1953","Catalogue of Life Checklist",NA,NA,1,NA
"Herpetogramma phthorosticta Meyrick, 1929","Catalogue of Life Checklist",NA,NA,1,NA
"Astralium confragosum (Gould, 1849)","Catalogue of Life Checklist",1,NA,NA,NA
"Chelonus blackburni Cameron, 1886","Catalogue of Life Checklist",NA,NA,1,NA
"Maculotriton serriale (Deshayes, 1833)","Catalogue of Life Checklist",1,NA,NA,NA
"Dascyllus flavicaudus Randall & Allen, 1977","Catalogue of Life Checklist",1,NA,NA,NA
"Sargocentron microstoma (GÃ¼nther, 1859)","Catalogue of Life Checklist",1,NA,NA,NA
"Myurella affinis (Gray, 1834)","Catalogue of Life Checklist",1,NA,NA,NA
"Neoxychirota isolata Clarke, 1986","Catalogue of Life Checklist",NA,NA,1,NA
"Monetaria obvelata (Lamarck, 1810)","Catalogue of Life Checklist",1,NA,NA,NA
"Conus flavidus Lamarck, 1810","Catalogue of Life Checklist",1,NA,NA,NA
"Erechthias flavistriata (Walsingham, 1907)","Catalogue of Life Checklist",NA,NA,1,NA
"Palmyria palmyrensis (Rathbun, 1923)","The Interim Register of Marine and Nonmarine Genera",1,NA,NA,NA
"Littoraria coccinea (Gmelin, 1791)","Catalogue of Life Checklist",1,NA,NA,NA
"Pinctada maculata (A.Gould, 1850)","GBIF Backbone Taxonomy",1,NA,NA,NA
"Alpheus pacificus Dana, 1852","Catalogue of Life Checklist",1,NA,NA,NA
"Psychoda alternata Say, 1824","Catalogue of Life Checklist",NA,NA,1,NA
"Strigatella assimilis (Pease, 1868)","Catalogue of Life Checklist",1,NA,NA,NA
"Labdia ceriocosma Meyrick, 1934","Catalogue of Life Checklist",NA,NA,1,NA
"Athamas tahitensis Jendrzejewska, 1995","Catalogue of Life Checklist",NA,NA,1,NA
"Actaeodes hirsutissimus (RÃ¼ppell, 1830)","Catalogue of Life Checklist",1,NA,NA,NA
"Stathmopoda perfuga (Meyrick, 1926)","Catalogue of Life Checklist",NA,NA,1,NA
"Terebra subulata (Linnaeus, 1767)","Catalogue of Life Checklist",1,NA,NA,NA
"Anomis flava (Fabricius, 1775)","Catalogue of Life Checklist",NA,NA,1,NA
"Trapezia bidentata (ForskÃ¥l, 1775)","Catalogue of Life Checklist",1,NA,NA,NA
"Coralliophila fimbriata (A.Adams, 1853)","GBIF Backbone Taxonomy",1,NA,NA,NA
"Sabia conica (Schumacher, 1817)","Catalogue of Life Checklist",1,NA,NA,NA
"Saron marmoratus (Olivier, 1811)","Catalogue of Life Checklist",1,NA,NA,NA
"Rhinoclavis sinensis (Gmelin, 1791)","Catalogue of Life Checklist",1,NA,NA,NA
"Ceraesignum maximum (G.B.Sowerby I, 1825)","GBIF Backbone Taxonomy",1,NA,NA,NA
"Eumenes mediterraneus Kriechbaumer, 1879","Catalogue of Life Checklist",NA,NA,1,NA
"Purpuradusta fimbriata (Gmelin, 1791)","Catalogue of Life Checklist",1,NA,NA,NA
"Trapezia guttata RÃ¼ppell, 1830","Catalogue of Life Checklist",1,NA,NA,NA
"Marasmia trapezalis (GuenÃ©e, 1854)","GBIF Backbone Taxonomy",NA,NA,1,NA
"Dichelopa ceramocausta Meyrick, 1926","Catalogue of Life Checklist",NA,NA,1,NA
"Asymphorodes polluta Meyrick, 1929","Catalogue of Life Checklist",NA,NA,1,NA
"Pyroderces similis Bradley, 1953","Catalogue of Life Checklist",NA,NA,1,NA
"Rochia nilotica (Linnaeus, 1767)","Catalogue of Life Checklist",1,NA,NA,NA
"Solenopsis papuana Emery, 1900","Catalogue of Life Checklist",NA,NA,1,NA
"Pyroderces megacentra Meyrick, 1923","Catalogue of Life Checklist",NA,NA,1,NA
"Neocancilla papilio (Link, 1807)","Catalogue of Life Checklist",1,NA,NA,NA
"Stichopus horrens Selenka, 1867","Catalogue of Life Checklist",1,NA,NA,NA
"Pedum spondyloideum (Gmelin, 1791)","Catalogue of Life Checklist",1,NA,NA,NA
"Conus coronatus Gmelin, 1791","Catalogue of Life Checklist",1,NA,NA,NA
"Ascalenia armigera Meyrick, 1923","Catalogue of Life Checklist",1,NA,1,NA
"Alpheus strenuus Dana, 1852","Catalogue of Life Checklist",1,NA,NA,NA
"Phthorimaea operculella (Zeller, 1873)","Catalogue of Life Checklist",NA,NA,1,NA
"Menaethius monoceros (Latreille, 1825)","Catalogue of Life Checklist",1,NA,NA,NA
"Cadra cautella (Walker, 1863)","Catalogue of Life Checklist",NA,NA,1,NA
"Caranx sexfasciatus Quoy & Gaimard, 1825","Catalogue of Life Checklist",1,1,NA,NA
"Epinephelus hexagonatus (Forster, 1801)","Catalogue of Life Checklist",1,NA,NA,NA
"Metalpheus rostratipes (Pocock, 1890)","Catalogue of Life Checklist",1,NA,NA,NA
"Myripristis violacea Bleeker, 1851","Catalogue of Life Checklist",1,NA,NA,NA
"Dichelopa exulcerata Meyrick, 1926","Catalogue of Life Checklist",NA,NA,1,NA
"Conus ebraeus Linnaeus, 1758","Catalogue of Life Checklist",1,NA,NA,NA
"Chaetodon trichrous GÃ¼nther, 1874","Catalogue of Life Checklist",1,NA,NA,NA
"Chromis viridis (Cuvier, 1830)","Catalogue of Life Checklist",1,NA,NA,NA
"Tetragnatha rava Gillespie, 2003","Catalogue of Life Checklist",NA,NA,1,NA
"Lucilia cuprina (Wiedemann, 1830)","Catalogue of Life Checklist",NA,NA,1,NA
"Chaetocnema confinis Crotch, 1873","Integrated Taxonomic Information SystemITIS",NA,NA,1,NA
"Labdia dicyanitis Meyrick, 1934","Catalogue of Life Checklist",NA,NA,1,NA
"Sapintus oceanicus (La FertÃ©-SÃ©nectÃ¨re, 1849)","GBIF Backbone Taxonomy",NA,NA,1,NA
"Xystrocera globosa (Olivier, 1795)","Catalogue of Life Checklist",NA,NA,1,NA
"Globosolembos ovatus (Myers, 1985)","Catalogue of Life Checklist",1,NA,NA,NA
"Bactrocera xanthodes (Broun, 1904)","Integrated Taxonomic Information SystemITIS",NA,NA,1,NA
"Erechthias pelotricha (Meyrick, 1926)","Catalogue of Life Checklist",NA,NA,1,NA
"Prays ignota Clarke, 1986","GBIF Backbone Taxonomy",NA,NA,1,NA
"Cyclodius ungulatus (H.Milne Edwards, 1834)","GBIF Backbone Taxonomy",1,NA,NA,NA
"Vanessa itea (Fabricius, 1775)","Catalogue of Life Checklist",NA,NA,1,NA
"Aethaloessa calidalis (GuenÃ©e, 1854)","Catalogue of Life Checklist",NA,NA,1,NA
"Turbo petholatus Linnaeus, 1758","Catalogue of Life Checklist",1,NA,NA,NA
"Terebra guttata (RÃ¶ding, 1798)","Catalogue of Life Checklist",1,NA,NA,NA
"Trichophaga mormopis Meyrick, 1935","Catalogue of Life Checklist",NA,NA,1,NA
"Cirrhitus pinnulatus (Forster, 1801)","Catalogue of Life Checklist",1,NA,NA,NA
"Herpetogramma jasiusalis","GBIF Backbone Taxonomy",NA,NA,1,NA
"Morula uva (RÃ¶ding, 1798)","Catalogue of Life Checklist",1,NA,NA,NA
"Upeneoides vittatus","World Register of Marine Species",1,NA,NA,NA
"Canis lupus familiaris Linnaeus, 1758",NA,NA,NA,1,NA
"Shinobium trapezoideum (H.Milne Edwards, 1837)",NA,NA,NA,1,NA
"Lobodillo hebridarum (Verhoeff, 1926)",NA,NA,NA,1,NA
"Spauligodon gehyrae Bursey & Goldberg, 1996",NA,NA,NA,1,NA
"Stemorrhages amphitritalis (Guenée, 1854)",NA,NA,NA,1,NA
"Partula suturalis L.Pfeiffer, 1855",NA,NA,NA,1,NA
"Partula otaheitana (Bruguière, 1792)",NA,NA,NA,1,NA
"Pleuropoma articulata (L.Pfeiffer, 1854)",NA,NA,NA,1,NA
"Ptilinopus dupetithouarsii dupetithouarsii",NA,NA,NA,1,NA
"Alcadia citrinolabris (C.B.Adams, 1849)",NA,NA,NA,1,NA
"Septaria lineata (Lamarck, 1816)",NA,NA,1,NA,NA
"Succinea scalarina L.Pfeiffer, 1861",NA,NA,NA,1,NA
"Partula grisea Lesson, 1831",NA,NA,NA,1,NA
"Partula dentifera L.Pfeiffer, 1853",NA,NA,NA,1,NA
"Maoristylus bivaricosus (Gaskoin, 1855)",NA,NA,NA,1,NA
"Lissodendoryx inaequalis (Baer, 1906)",NA,1,NA,NA,NA
"Apionsoma misakianum (Ikeda, 1904)",NA,1,NA,NA,NA
"Notocochlis gualtieriana (Récluz, 1844)",NA,NA,NA,1,NA
"Polydesma boarmoides (Guenée, 1852)",NA,NA,NA,1,NA
"Partula dentifera dentifera",NA,NA,NA,1,NA
"Platynerita rufa Kano & Kase, 2003",NA,1,NA,NA,NA
"Partula lugubris Pease, 1865",NA,NA,NA,1,NA
"Dendrodoris tuberculata",NA,1,NA,NA,NA
"Lophopagurus minimus Komai & Rahayu, 2013",NA,NA,NA,1,NA
"Partula otaheitana otaheitana",NA,NA,NA,1,NA
"Apionsoma pectinatum (Keferstein, 1867)",NA,1,NA,NA,NA
"Partula navigatoria (L.Pfeiffer, 1849)",NA,NA,NA,1,NA
"Partula suturalis vexillum Pease, 1866",NA,NA,NA,1,NA
"Vexillum unifascialis Lamarck, 1811",NA,1,NA,NA,NA
"Partula otaheitana rufescens Reeve, 1850",NA,NA,NA,1,NA
"Partula suturalis suturalis",NA,NA,NA,1,NA
"Partula navigatoria navigatoria",NA,NA,NA,1,NA
"Pupisoma dioscoricola (C.B.Adams, 1845)",NA,NA,NA,1,NA
"Pediculus humanus Linnaeus, 1758",NA,NA,NA,1,NA
"Agrotis ipsilon (Hufnagel, 1766)",NA,NA,NA,1,NA
"Eulimnadia garretti (Richters, 1882)",NA,NA,1,NA,NA
"Cardiocondyla emeryi Forel, 1881",NA,NA,NA,1,NA
"Parhippolyte mistica (J.Clark, 1989)",NA,1,NA,NA,NA
"Partula clara Pease, 1865",NA,NA,NA,1,NA
"Ptilinopus dupetithouarsii (Néboux, 1840)",NA,NA,NA,1,NA
"Elimia edgariana (I.Lea, 1841)",NA,NA,1,NA,NA
"Nesovitrea pauxilla (Gould, 1852)",NA,NA,NA,1,NA
"Partula micans L.Pfeiffer, 1853",NA,NA,NA,1,NA
"Todiramphus veneratus youngi Sharpe, 1892",NA,NA,NA,1,NA
"Allonais pectinata (Stephenson, 1910)",NA,1,NA,NA,NA
"Septaria porcellana borbonica (Bory de Saint-Vincent, 1804)",NA,1,NA,NA,NA
"Trochomorpha eurydice (A.Gould, 1846)",NA,NA,NA,1,NA
"Clithon faba (G.B.Sowerby I, 1836)",NA,NA,NA,NA,1
"Wasmannia auropunctata (Roger, 1863)",NA,NA,NA,1,NA
"Ptilinopus purpuratus purpuratus",NA,NA,NA,1,NA
"Ptilinopus purpuratus frater Ripley & Birckhead, 1942",NA,NA,NA,1,NA
"Ptilinopus dupetithouarsii viridior Murphy, 1924",NA,NA,NA,1,NA
"Conus chaldeus (Roeding, 1798)",NA,1,NA,NA,NA
"Acrocephalus atyphus atyphus",NA,NA,NA,NA,NA
"Culex pipiens Linnaeus, 1758",NA,NA,NA,1,NA
"Cryptamorpha desjardinsi (Guérin-Méneville, 1844)",NA,NA,NA,1,NA
"Philonesia turgida (Ancey, 1890)",NA,NA,NA,1,NA
"Trochomorpha ludersi (L.Pfeiffer, 1855)",NA,NA,NA,1,NA
"Ogasawarana crassilabris (Philippi, 1847)",NA,1,NA,NA,NA
"Merops nubicus J.F.Gmelin, 1788",NA,NA,NA,1,NA
"Trochomorpha nigritella (L.Pfeiffer, 1847)",NA,NA,NA,1,NA
"Strobilus acicularis raphis C.M.Cooke & Y.Kondo, 1961",NA,NA,NA,NA,NA
"Mitiperua simplex C.M.Cooke & Y.Kondo, 1961",NA,NA,NA,1,NA
"Partula gibba Férussac, 1821",NA,NA,NA,1,NA
"Ostodes plicatus (A.Gould, 1847)",NA,NA,NA,1,NA
"Partula dentifera imperforata Garrett, 1884",NA,NA,NA,1,NA
"Pleuropoma subrufa (Garrett, 1884)",NA,NA,NA,1,NA
"Succinea macgillivrayi Cox, 1864",NA,NA,NA,1,NA
"Omphalotropis conoideus Mousson, 1865",NA,1,NA,NA,1
"Partula dentifera formosa Garrett, 1884",NA,NA,NA,1,NA
"Partula suturalis strigosa Pfeiffer, 1856",NA,NA,NA,1,NA
"Partula navigatoria radiata Pease, 1864",NA,NA,NA,1,NA
"Lamprocystis venosa (Pease, 1866)",NA,NA,NA,1,NA
"Hypselostoma luzonicum Möllendorff, 1888",NA,NA,NA,1,NA
"Melanoides laxa (Mousson, 1869)",NA,NA,1,NA,NA
"Partula vanikorensis (Quoy & Gaimard, 1832)",NA,NA,NA,1,NA
"Partula dentifera citrina Pease, 1866",NA,NA,NA,1,NA
"Angustassiminea nitida (Pease, 1865)",NA,NA,NA,1,NA
"Mautodontha acuticostata (Garrett, 1884)",NA,NA,NA,1,NA
"Thiara indefinita (I.Lea & H.C.Lea, 1851)",NA,NA,1,NA,NA
"Omphalotropis ornata O.Boettger, 1891",NA,NA,NA,1,NA
"Caridina weberi De Man, 1892",NA,1,NA,NA,NA
"Ptilinopus purpuratus chrysogaster G.R.Gray, 1854",NA,NA,NA,1,NA
"Simulium rivierei Craig, Fossati & Séchan, 1995",NA,NA,NA,1,NA
"Cirripectes springeri Williams, 1988",NA,1,NA,NA,NA
"Chalcophora japonica chinensis Schaufuss, 1879",NA,NA,NA,1,NA
"Gastrocopta servilis (A.Gould, 1843)",NA,NA,NA,1,NA
"Acrocephalus percernis percernis",NA,NA,NA,1,NA
"Entomacrodus plurifilis Schultz & Chapman, 1960",NA,1,NA,NA,NA
"Passer domesticus (Linnaeus, 1758)",NA,NA,NA,1,NA
"Theba pisana (O.F.Müller, 1774)",NA,NA,NA,1,NA
"Todiramphus veneratus veneratus",NA,NA,NA,1,NA
"Eua expansa (Pease, 1871)",NA,NA,NA,1,NA
"Melania scitula A.Gould, 1847",NA,NA,NA,NA,NA
"Succinea ovata G.B.Sowerby I, 1822",NA,NA,NA,1,NA
"Partula assimilis Pease, 1868",NA,NA,NA,1,NA
"Strobilus subtilis C.M.Cooke & Y.Kondo, 1961",NA,NA,NA,1,NA
"Philonesia chamissoi (L.Pfeiffer, 1855)",NA,NA,NA,1,NA
"Neritina ortoni Woodward, 1871",NA,NA,1,NA,NA
"Bouryia cylindrata (Briart & Cornet, 1887)",NA,NA,NA,1,NA
"Callionymus cookii Günther, 1872",NA,1,NA,NA,NA
"Garrettia rotella (Pease, 1868)",NA,NA,NA,1,NA
"Ostodes strigatus (A.Gould, 1847)",NA,NA,NA,1,NA
"Samoana abbreviata (Mousson, 1869)",NA,NA,NA,1,NA
"Piletocera signiferalis isola Clarke, 1971",NA,NA,NA,1,NA
"Lycengraulis limnichthys Schultz, 1949",NA,NA,NA,NA,1
"Hiona glandula (H.Beck, 1838)",NA,NA,NA,1,NA
"Septaria janelli (Récluz, 1841)",NA,NA,1,NA,NA
"Succinea norfolkensis Sykes, 1900",NA,NA,NA,1,NA
"Partula dentifera callifera L.Pfeiffer, 1857",NA,NA,NA,1,NA
"Trochonanina connollyi (Haas, 1932)",NA,NA,NA,1,NA
"Septaria bougainvillei (Récluz, 1842)",NA,NA,1,NA,NA
"Oospira mairei (Bavay & Dautzenberg, 1909)",NA,NA,NA,1,NA
"Cyclophorus leai (Tryon, 1869)",NA,NA,NA,1,NA
"Partula lugubris ovalis Pease, 1866",NA,NA,NA,1,NA
"Alcadia minima (d'Orbigny, 1842)",NA,NA,NA,1,NA
"Baglivia ambigua Brusina, 1892",NA,NA,NA,NA,NA
"Tylomelania towutensis (P.Sarasin & F.Sarasin, 1897)",NA,NA,1,NA,NA
"Cardiocondyla wroughtonii obscurior Wheeler, 1929",NA,NA,NA,1,NA
"Acrocephalus atyphus ravus (Wetmore, 1919)",NA,NA,NA,1,NA
"Samoana conica (A.Gould, 1847)",NA,NA,NA,1,NA
"Hasemania nana (Lütken, 1875)",NA,NA,1,NA,NA
"Tubuaia gouldi nannodes C.M.Cooke & Y.Kondo, 1961",NA,NA,NA,NA,NA
"Pythia scarabaeus (Linnaeus, 1758)",NA,NA,NA,1,NA
"Samoana stevensoniana (Pilsbry, 1909)",NA,NA,NA,1,NA
"Thaanumella angulosa (Ancey, 1890)",NA,NA,NA,NA,1
"Chloritis malbatensis (Hidalgo, 1890)",NA,NA,NA,1,NA
"Neritina turtoni Récluz, 1843",NA,NA,1,NA,1
"Septaria cumingiana (Récluz, 1843)",NA,1,NA,NA,NA
"Trochomorpha tavinniensis (Garrett, 1872)",NA,NA,1,1,NA
"Vitrina angelicae H.Beck, 1837",NA,NA,1,1,NA
"Vittina natalensis (Reeve, 1855)",NA,NA,1,NA,NA
"Trochomorpha merziana (L.Pfeiffer, 1853)",NA,NA,NA,1,NA
"Orobophana culminans (Mousson, 1871)",NA,NA,NA,1,NA
"Synclidopus hogani Johnson & Randall, 2008",NA,1,NA,NA,NA
"Todiramphus sanctus (Vigors & Horsfield, 1827)",NA,NA,NA,1,NA
"Acrocephalus atyphus eremus (Wetmore, 1919)",NA,NA,NA,1,NA
"Elasmias ovatum (Anton, 1838)",NA,NA,NA,1,NA
"Elasmias simplicimum C.M.Cooke & Y.Kondo, 1961",NA,NA,NA,1,NA
"Kermia pumilia",NA,1,NA,NA,NA
"Austrothelphusa angustifrons (A.Milne-Edwards, 1869)",NA,NA,1,NA,NA
"Huonodon hectori (Suter, 1890)",NA,NA,NA,1,NA
"Tubuaia gouldi (L.Pfeiffer, 1857)",NA,NA,NA,1,NA
"Ligia hawaiensis (Dana, 1853)",NA,NA,NA,1,NA
"Anoplognathus punctulatus punctulatus",NA,NA,NA,1,NA
"Septaria macrocephala (Le Guillou, 1841)",NA,NA,NA,NA,1
"Strobilus acicularis C.M.Cooke & Y.Kondo, 1961",NA,NA,NA,1,NA
"Endodonta lamellosa (Férussac, 1832)",NA,NA,NA,1,NA
"Partula navigatoria radiata Garrett, 1884",NA,NA,NA,1,NA
"Melania lancea I.Lea & H.C.Lea, 1851",NA,NA,NA,NA,NA
"Microcystina brunii (Mörch, 1872)",NA,NA,NA,NA,NA
"Pupina complanata (Pease, 1861)",NA,NA,NA,1,NA
"Maculotriton serrialis (Deshayes, 1834)",NA,1,NA,NA,NA
"Cerithium columnare Lamarck, 1804",NA,1,NA,NA,NA
"Melania scopulus Reeve, 1860",NA,NA,1,NA,NA
"Partula pacifica L.Pfeiffer, 1855",NA,NA,NA,1,NA
"Helicina cinctella Shuttleworth, 1852",NA,NA,NA,1,NA
"Lamprocystis normani (E.A.Smith, 1889)",NA,NA,NA,1,NA
"Melania plutonis Hinds, 1844",NA,NA,1,NA,NA
"Septaria luzonica (Souleyet, 1841)",NA,NA,1,NA,NA
"Trochozonites conicus (Chaper, 1885)",NA,NA,NA,1,NA
"Partula rufa Lesson, 1831",NA,NA,NA,1,NA
"Melania incisa Reeve, 1859",NA,NA,1,NA,NA
"Neritina pulchra G.B.Sowerby I, 1836",NA,NA,1,NA,NA
"Neripteron amoenum (A.Gould, 1847)",NA,NA,1,NA,NA
"Omphalotropis bulimoides (Hombron & Jacquinot, 1848)",NA,NA,1,1,1
"Troschelviana pyramidalis (G.B.Sowerby II, 1842)",NA,NA,NA,1,NA
"Stenomelania aspirans (Hinds, 1844)",NA,NA,1,NA,NA
